name,input_path,ligand_code,formula_weight,heavy_atoms,hetero_atoms,elements,formula,ccd_name,weight_bin
ccd_12q,./data/rfd3/ccd_ligands/structures/12Q.cif,12Q,159.185,12,2,"C,H,N,O",C10 H9 N O,1-METHYLQUINOLIN-2(1H)-ONE,0
ccd_msr,./data/rfd3/ccd_ligands/structures/MSR.cif,MSR,160.173,12,3,"C,H,N,O",C9 H8 N2 O,4-(1H-IMIDAZOL-1-YL)PHENOL,0
ccd_why,./data/rfd3/ccd_ligands/structures/WHY.cif,WHY,160.216,12,2,"C,H,N",C10 H12 N2,4-[(dimethylamino)methyl]benzonitrile,0
ccd_1f1,./data/rfd3/ccd_ligands/structures/1F1.cif,1F1,161.157,12,3,"C,H,N,O",C9 H7 N O2,1H-indole-6-carboxylic acid,0
ccd_72v,./data/rfd3/ccd_ligands/structures/72V.cif,72V,161.157,12,3,"C,H,N,O",C9 H7 N O2,"1-methylindole-2,3-dione",0
ccd_j5s,./data/rfd3/ccd_ligands/structures/J5S.cif,J5S,161.200,12,2,"C,H,N,O",C10 H11 N O,N-[(E)-(4-methylphenyl)methylidene]acetamide,0
ccd_a1d6h,./data/rfd3/ccd_ligands/structures/A1D6H.cif,A1D6H,162.185,12,2,"C,H,O",C10 H10 O2,(~{E})-3-(2-methoxyphenyl)prop-2-enal,0
ccd_5qy,./data/rfd3/ccd_ligands/structures/5QY.cif,5QY,162.188,12,3,"C,H,N,O",C9 H10 N2 O,"(3~{S})-3-methyl-3,4-dihydro-1~{H}-quinoxalin-2-one",0
ccd_29h,./data/rfd3/ccd_ligands/structures/29H.cif,29H,163.137,12,6,"C,H,N,O",C6 H5 N5 O,"2-aminopyrimido[4,5-d]pyrimidin-4(3H)-one",0
ccd_42c,./data/rfd3/ccd_ligands/structures/42C.cif,42C,163.180,12,5,"C,H,N",C7 H9 N5,"N,N-dimethyl-7H-purin-6-amine",0
ccd_ly8,./data/rfd3/ccd_ligands/structures/LY8.cif,LY8,164.201,12,2,"C,H,O",C10 H12 O2,methyl (2~{R})-2-phenylpropanoate,0
ccd_ui7,./data/rfd3/ccd_ligands/structures/UI7.cif,UI7,165.189,12,3,"C,H,N,O",C9 H11 N O2,N-[3-(hydroxymethyl)phenyl]ethanamide,0
ccd_vp8,./data/rfd3/ccd_ligands/structures/VP8.cif,VP8,165.982,12,4,"B,C,H,O",C8 H11 B O3,(3-ethoxyphenyl)boronic acid,0
ccd_nin,./data/rfd3/ccd_ligands/structures/NIN.cif,NIN,168.107,12,6,"C,H,N,O",C6 H4 N2 O4,DINITROPHENYLENE,0
ccd_dhy,./data/rfd3/ccd_ligands/structures/DHY.cif,DHY,168.147,12,4,"C,H,O",C8 H8 O4,"2-(3,4-DIHYDROXYPHENYL)ACETIC ACID",0
ccd_ub9,./data/rfd3/ccd_ligands/structures/UB9.cif,UB9,168.190,12,3,"C,H,O",C9 H12 O3,"2,6-dimethoxy-4-methylphenol",0
ccd_a1axn,./data/rfd3/ccd_ligands/structures/A1AXN.cif,A1AXN,169.183,13,3,"C,H,N",C10 H7 N3,(3M)-3-(1H-imidazol-1-yl)benzonitrile,0
ccd_fxq,./data/rfd3/ccd_ligands/structures/FXQ.cif,FXQ,172.231,12,6,"C,H,N",C6 H16 N6,1-(4-carbamimidamidobutyl)guanidine,0
ccd_dka,./data/rfd3/ccd_ligands/structures/DKA.cif,DKA,172.265,12,2,"C,H,O",C10 H20 O2,DECANOIC ACID,0
ccd_ssc,./data/rfd3/ccd_ligands/structures/SSC.cif,SSC,173.167,12,5,"C,H,N,O",C7 H11 N O4,"(2S,5S)-5-CARBOXYMETHYLPROLINE",0
ccd_rgu,./data/rfd3/ccd_ligands/structures/RGU.cif,RGU,173.211,13,2,"C,H,N,O",C11 H11 N O,"(3~{a}~{R})-2,3,3~{a},4-tetrahydropyrrolo[1,2-a]indol-1-one",0
ccd_a1axo,./data/rfd3/ccd_ligands/structures/A1AXO.cif,A1AXO,174.176,13,3,"C,H,N,O",C10 H8 N O2,8-carbamoyl-1-benzopyran-1-ium,0
ccd_38u,./data/rfd3/ccd_ligands/structures/38U.cif,38U,174.196,13,2,"C,H,O",C11 H10 O2,3-methyl-1H-indene-2-carboxylic acid,0
ccd_3qk,./data/rfd3/ccd_ligands/structures/3QK.cif,3QK,175.054,12,4,"B,C,H,O",C8 H20 B O3,trihydroxy(octyl)borate(1-),0
ccd_lhr,./data/rfd3/ccd_ligands/structures/LHR.cif,LHR,175.187,13,4,"C,H,N,O",C9 H9 N3 O,N-(1H-indazol-6-yl)acetamide,0
ccd_v5l,./data/rfd3/ccd_ligands/structures/V5L.cif,V5L,176.175,13,5,"C,H,N,O",C8 H8 N4 O,"1-(4-methoxyphenyl)-1,2,3,4-tetrazole",0
ccd_hky,./data/rfd3/ccd_ligands/structures/HKY.cif,HKY,177.200,13,3,"C,H,N,O",C10 H11 N O2,"1,2,3,4-tetrahydroisoquinoline-6-carboxylic acid",0
ccd_3w9,./data/rfd3/ccd_ligands/structures/3W9.cif,3W9,177.243,13,2,"C,H,N,O",C11 H15 N O,4-(diethylamino)benzaldehyde,0
ccd_wkk,./data/rfd3/ccd_ligands/structures/WKK.cif,WKK,178.016,12,4,"B,C,H,O,S",C8 H7 B O2 S,1-benzothiophen-3-ylboronic acid,0
ccd_hfc,./data/rfd3/ccd_ligands/structures/HFC.cif,HFC,178.142,13,4,"C,H,O",C9 H6 O4,"6,7-bis(oxidanyl)chromen-2-one",0
ccd_5pv,./data/rfd3/ccd_ligands/structures/5PV.cif,5PV,178.228,13,2,"C,H,O",C11 H14 O2,5-PHENYLVALERIC ACID,0
ccd_dhc,./data/rfd3/ccd_ligands/structures/DHC.cif,DHC,180.157,13,4,"C,H,O",C9 H8 O4,CAFFEIC ACID,0
ccd_yi6,./data/rfd3/ccd_ligands/structures/YI6.cif,YI6,180.200,13,3,"C,H,O",C10 H12 O3,2-(4-ethoxyphenyl)ethanoic acid,0
ccd_lxo,./data/rfd3/ccd_ligands/structures/LXO.cif,LXO,180.204,13,4,"C,H,N,O",C9 H12 N2 O2,4-(pyridin-4-ylamino)butanoic acid,0
ccd_8wt,./data/rfd3/ccd_ligands/structures/8WT.cif,8WT,181.218,12,6,"C,H,N,S",C6 H7 N5 S,8-methylsulfanyl-7~{H}-purin-6-amine,0
ccd_bfe,./data/rfd3/ccd_ligands/structures/BFE.cif,BFE,181.255,12,3,"C,H,N,O,S",C9 H11 N O S,N-(2-sulfanylethyl)benzamide,0
ccd_3z8,./data/rfd3/ccd_ligands/structures/3Z8.cif,3Z8,181.619,12,3,"C,CL,H,N,O",C9 H8 Cl N O,"7-chloro-3,4-dihydroisoquinolin-1(2H)-one",0
ccd_mua,./data/rfd3/ccd_ligands/structures/MUA.cif,MUA,182.137,13,7,"C,H,N,O",C6 H6 N4 O3,9-METHYL URIC ACID,0
ccd_23j,./data/rfd3/ccd_ligands/structures/23J.cif,23J,182.196,12,4,"C,H,O,S",C8 H6 O3 S,oxo(2-sulfanylphenyl)acetic acid,0
ccd_gt0,./data/rfd3/ccd_ligands/structures/GT0.cif,GT0,183.204,13,4,"C,H,N,O",C9 H13 N O3,5-(hydroxymethyl)-4-(methoxymethyl)-2-methylpyridin-3-ol,0
ccd_k8j,./data/rfd3/ccd_ligands/structures/K8J.cif,K8J,184.121,13,5,"C,F,H,O",C8 H5 F O4,"4-fluorobenzene-1,2-dicarboxylic acid",0
ccd_9cg,./data/rfd3/ccd_ligands/structures/9CG.cif,9CG,184.191,14,2,"C,H,O",C12 H8 O2,"1H,3H-naphtho[1,8-cd]pyran-1-one",0
ccd_g7z,./data/rfd3/ccd_ligands/structures/G7Z.cif,G7Z,184.192,13,5,"C,H,N,O",C8 H12 N2 O3,"3-[2,5-bis(oxidanylidene)pyrrolidin-1-yl]-~{N}-methyl-propanamide",0
ccd_zaw,./data/rfd3/ccd_ligands/structures/ZAW.cif,ZAW,184.194,14,3,"C,H,N,O",C11 H8 N2 O,di(pyridin-3-yl)methanone,0
ccd_wla,./data/rfd3/ccd_ligands/structures/WLA.cif,WLA,184.279,13,3,"C,H,N,O",C10 H20 N2 O,1-[(oxan-4-yl)methyl]piperazine,0
ccd_jg8,./data/rfd3/ccd_ligands/structures/JG8.cif,JG8,186.167,14,4,"C,H,N,O",C10 H6 N2 O2,"BENZOFURO[3,2-D]PYRIMIDIN-4(3H)-ONE",0
ccd_yez,./data/rfd3/ccd_ligands/structures/YEZ.cif,YEZ,186.167,14,4,"C,H,N,O",C10 H6 N2 O2,"[1]benzofuro[2,3-d]pyridazin-4(3H)-one",0
ccd_z0b,./data/rfd3/ccd_ligands/structures/Z0B.cif,Z0B,186.233,13,3,"C,H,N,S",C10 H6 N2 S,"thieno[2,3-c][2,6]naphthyridine",0
ccd_4eg,./data/rfd3/ccd_ligands/structures/4EG.cif,4EG,187.195,14,3,"C,H,N,O",C11 H9 N O2,methyl (2Z)-3-cyano-3-phenylprop-2-enoate,0
ccd_okp,./data/rfd3/ccd_ligands/structures/OKP.cif,OKP,188.076,13,5,"B,C,H,N,O",C8 H21 B N2 O2,{5-[(3-aminopropyl)amino]pentyl}boronic acid,0
ccd_6ei,./data/rfd3/ccd_ligands/structures/6EI.cif,6EI,188.201,12,5,"C,H,O,S",C7 H8 O4 S,(4-methylphenyl) hydrogen sulfate,0
ccd_lfo,./data/rfd3/ccd_ligands/structures/LFO.cif,LFO,188.226,14,3,"C,H,N,O",C11 H12 N2 O,"N,1-dimethyl-1H-indole-3-carboxamide",0
ccd_ig8,./data/rfd3/ccd_ligands/structures/IG8.cif,IG8,188.264,13,3,"C,H,O",C10 H20 O3,(3~{R})-3-oxidanyldecanoic acid,0
ccd_bbn,./data/rfd3/ccd_ligands/structures/BBN.cif,BBN,188.979,14,6,"B,C,H,N,O",C8 H8 B N3 O2,"1-hydroxy-2,3,1-benzodiazaborinine-2(1H)-carboxamide",0
ccd_jh7,./data/rfd3/ccd_ligands/structures/JH7.cif,JH7,189.214,14,4,"C,H,N,O",C10 H11 N3 O,"1-methyl-5-(phenylamino)-1,2-dihydro-3H-pyrazol-3-one",0
ccd_dqa,./data/rfd3/ccd_ligands/structures/DQA.cif,DQA,190.151,13,6,"C,H,O",C7 H10 O6,"1,3,4-TRIHYDROXY-5-OXO-CYCLOHEXANECARBOXYLIC ACID",0
ccd_8s4,./data/rfd3/ccd_ligands/structures/8S4.cif,8S4,190.202,14,5,"C,H,N,O",C9 H10 N4 O,1-[(4-methoxyphenyl)methyl]-1H-tetrazole,0
ccd_a1aj0,./data/rfd3/ccd_ligands/structures/A1AJ0.cif,A1AJ0,191.187,14,5,"C,H,N,O",C9 H9 N3 O2,"(5-methyl-1H-pyrazolo[3,4-b]pyridin-1-yl)acetic acid",0
ccd_2qc,./data/rfd3/ccd_ligands/structures/2QC.cif,2QC,191.253,13,4,"C,H,N,S",C9 H9 N3 S,"1-[4-(1,2,3-thiadiazol-4-yl)phenyl]methanamine",0
ccd_if3,./data/rfd3/ccd_ligands/structures/IF3.cif,IF3,192.221,14,6,"C,H,N",C8 H12 N6,"~{N}2,~{N}6,9-trimethylpurine-2,6-diamine",0
ccd_m56,./data/rfd3/ccd_ligands/structures/M56.cif,M56,192.238,13,4,"C,H,N,O,S",C9 H8 N2 O S,"~{N}-methyl-1,3-benzothiazole-6-carboxamide",0
ccd_a1a39,./data/rfd3/ccd_ligands/structures/A1A39.cif,A1A39,192.261,14,4,"C,H,N",C10 H16 N4,(3R)-N-methyl-1-(pyridazin-3-yl)piperidin-3-amine,0
ccd_y3e,./data/rfd3/ccd_ligands/structures/Y3E.cif,Y3E,193.289,12,3,"C,H,N,S",C9 H7 N S2,"4-phenyl-1,3-thiazole-2(3H)-thione",0
ccd_a1d6y,./data/rfd3/ccd_ligands/structures/A1D6Y.cif,A1D6Y,194.184,14,4,"C,H,O",C10 H10 O4,2-ethoxycarbonylbenzoic acid,0
ccd_5wu,./data/rfd3/ccd_ligands/structures/5WU.cif,5WU,194.230,14,4,"C,H,N,O",C10 H14 N2 O2,"1-(2-hydroxyethyl)-3-methyl-6,7-dihydro-5~{H}-indazol-4-one",0
ccd_asf,./data/rfd3/ccd_ligands/structures/ASF.cif,ASF,194.249,12,5,"C,H,O,S",C7 H14 O4 S,3-(BUTYLSULPHONYL)-PROPANOIC ACID,0
ccd_ly0,./data/rfd3/ccd_ligands/structures/LY0.cif,LY0,195.153,12,6,"C,H,N,O,P",C6 H14 N O4 P,(2R)-3-[(R)-[(1R)-1-aminoethyl](hydroxy)phosphoryl]-2-methylpropanoic acid,0
ccd_ou0,./data/rfd3/ccd_ligands/structures/OU0.cif,OU0,195.215,14,4,"C,H,N,O",C10 H13 N O3,"2-cyclopropylcarbonyl-3-propan-2-yl-1,2-oxazol-5-one",0
ccd_zpi,./data/rfd3/ccd_ligands/structures/ZPI.cif,ZPI,196.248,15,2,"C,H,N",C13 H12 N2,"6,7,8,9-tetrahydro-5~{H}-carbazole-1-carbonitrile",0
ccd_18n,./data/rfd3/ccd_ligands/structures/18N.cif,18N,197.189,15,3,"C,H,N,O",C12 H7 N O2,"1H-benzo[de]isoquinoline-1,3(2H)-dione",0
ccd_bcy,./data/rfd3/ccd_ligands/structures/BCY.cif,BCY,197.234,14,5,"C,H,N,O",C9 H15 N3 O2,"CARBOXYAMINO[4.3.0]BICYCLO1,6-DIAZANONAN-2-ONE",0
ccd_0on,./data/rfd3/ccd_ligands/structures/0ON.cif,0ON,198.221,15,3,"C,H,N,O",C12 H10 N2 O,N-phenylpyridine-3-carboxamide,0
ccd_jcz,./data/rfd3/ccd_ligands/structures/JCZ.cif,JCZ,198.224,15,4,"C,H,N",C11 H10 N4,3-(1~{H}-indol-6-yl)-1~{H}-pyrazol-5-amine,0
ccd_ava,./data/rfd3/ccd_ligands/structures/AVA.cif,AVA,199.205,15,3,"C,H,N,O",C12 H9 N O2,3-pyridin-2-ylbenzoic acid,0
ccd_wn7,./data/rfd3/ccd_ligands/structures/WN7.cif,WN7,199.252,15,3,"C,H,N",C12 H13 N3,5-methyl-N-[(pyridin-4-yl)methyl]pyridin-3-amine,0
ccd_m8o,./data/rfd3/ccd_ligands/structures/M8O.cif,M8O,200.146,14,6,"C,H,O",C8 H8 O6,4-Maleylacetoacetic acid,0
ccd_yey,./data/rfd3/ccd_ligands/structures/YEY.cif,YEY,201.221,15,3,"C,H,N,O",C12 H11 N O2,"2-(2,3-dihydro-1,4-benzodioxin-6-yl)-1H-pyrrole",0
ccd_3vr,./data/rfd3/ccd_ligands/structures/3VR.cif,3VR,201.268,15,3,"C,H,N",C12 H15 N3,N-methyl-1-[4-(1H-pyrazol-1-ylmethyl)phenyl]methanamine,0
ccd_yxn,./data/rfd3/ccd_ligands/structures/YXN.cif,YXN,201.268,15,3,"C,H,N",C12 H15 N3,4-(5-ethyl-3-methyl-1H-pyrazol-1-yl)aniline,0
ccd_96k,./data/rfd3/ccd_ligands/structures/96K.cif,96K,201.349,14,2,"C,H,N,O",C12 H27 N O,6-dipropylamino-1-hexanol,0
ccd_qma,./data/rfd3/ccd_ligands/structures/QMA.cif,QMA,202.206,15,3,"C,H,O",C12 H10 O3,2-hydroxy-6-methoxynaphthalene-1-carbaldehyde,0
ccd_jcf,./data/rfd3/ccd_ligands/structures/JCF.cif,JCF,202.209,15,4,"C,H,N,O",C11 H10 N2 O2,8-hydroxy-2-methylquinoline-6-carboxamide,0
ccd_uup,./data/rfd3/ccd_ligands/structures/UUP.cif,UUP,202.213,15,5,"C,H,N,O",C10 H10 N4 O,"N-cyclopropylpyrazolo[1,5-a]pyrimidine-3-carboxamide",0
ccd_tek,./data/rfd3/ccd_ligands/structures/TEK.cif,TEK,203.240,15,4,"C,H,N,O",C11 H13 N3 O,~{N}-(1-ethylbenzimidazol-2-yl)ethanamide,0
ccd_tqc,./data/rfd3/ccd_ligands/structures/TQC.cif,TQC,204.228,15,5,"C,H,N,O",C10 H12 N4 O,"(3M)-5-cyclobutyl-3-(1-methyl-1H-imidazol-2-yl)-1,2,4-oxadiazole",0
ccd_nwy,./data/rfd3/ccd_ligands/structures/NWY.cif,NWY,204.268,15,3,"C,H,N,O",C12 H16 N2 O,N-[(6-methylpyridin-3-yl)methyl]cyclobutanecarboxamide,0
ccd_wk7,./data/rfd3/ccd_ligands/structures/WK7.cif,WK7,205.231,15,4,"C,F,H,N",C11 H12 F N3,3-fluoro-4-(piperazin-1-yl)benzonitrile,0
ccd_iaj,./data/rfd3/ccd_ligands/structures/IAJ.cif,IAJ,205.236,14,5,"C,H,N,O,S",C9 H7 N3 O S,"8-methoxy-[1,2,4]triazolo[3,4-b][1,3]benzothiazole",0
ccd_4go,./data/rfd3/ccd_ligands/structures/4GO.cif,4GO,205.256,15,4,"C,H,N,O",C11 H15 N3 O,6-(cyclopentylamino)pyridine-3-carboxamide,0
ccd_48y,./data/rfd3/ccd_ligands/structures/48Y.cif,48Y,206.150,14,7,"C,H,O",C7 H10 O7,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylic acid",0
ccd_1eb,./data/rfd3/ccd_ligands/structures/1EB.cif,1EB,206.198,15,5,"C,H,N,O",C10 H10 N2 O3,N-(4-nitrophenyl)cyclopropanecarboxamide,0
ccd_4xp,./data/rfd3/ccd_ligands/structures/4XP.cif,4XP,206.248,15,6,"C,H,N",C9 H14 N6,"4,4'-propane-1,3-diylbis(1-methyl-1H-1,2,3-triazole)",0
ccd_8z6,./data/rfd3/ccd_ligands/structures/8Z6.cif,8Z6,206.261,14,3,"C,H,O,S",C11 H10 O2 S,"2-methylidene-5-thiophen-2-yl-cyclohexane-1,3-dione",0
ccd_fdr,./data/rfd3/ccd_ligands/structures/FDR.cif,FDR,206.264,14,4,"C,H,N,O,S",C10 H10 N2 O S,"2-methyl-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",0
ccd_lpb,./data/rfd3/ccd_ligands/structures/LPB.cif,LPB,206.326,12,4,"C,H,O,S",C8 H14 O2 S2,"5-[(3S)-1,2-dithiolan-3-yl]pentanoic acid",0
ccd_3ri,./data/rfd3/ccd_ligands/structures/3RI.cif,3RI,207.224,14,6,"C,H,N,O",C8 H17 N O5,"(3S,4R,5R,6S)-1-(2-hydroxyethyl)azepane-3,4,5,6-tetrol",0
ccd_k80,./data/rfd3/ccd_ligands/structures/K80.cif,K80,207.269,15,3,"C,H,N,O",C12 H17 N O2,"(2S,3R,4S,5S)-2-methyl-5-(4-methylphenyl)pyrrolidine-3,4-diol",0
ccd_vf9,./data/rfd3/ccd_ligands/structures/VF9.cif,VF9,207.269,15,3,"C,H,N,O",C12 H17 N O2,1-[(2S)-2-(furan-2-yl)azepan-1-yl]ethan-1-one,0
ccd_j3s,./data/rfd3/ccd_ligands/structures/J3S.cif,J3S,207.357,12,4,"C,H,N,O,S",C8 H17 N O S2,"(6S)-6,8-disulfanyloctanamide",0
ccd_apa,./data/rfd3/ccd_ligands/structures/APA.cif,APA,208.214,15,5,"C,H,N,O",C10 H12 N2 O3,(2S)-3-(4-carbamimidoylphenyl)-2-hydroxypropanoic acid,0
ccd_znp,./data/rfd3/ccd_ligands/structures/ZNP.cif,ZNP,208.214,15,5,"C,H,N,O",C10 H12 N2 O3,(2R)-2-benzyl-3-nitropropanamide,0
ccd_kd8,./data/rfd3/ccd_ligands/structures/KD8.cif,KD8,208.240,14,6,"C,H,N,O,S",C8 H8 N4 O S,"6,7-dimethyl-2-sulfanylidene-1~{H}-pteridin-4-one",0
ccd_a1abl,./data/rfd3/ccd_ligands/structures/A1ABL.cif,A1ABL,208.254,15,3,"C,H,O",C12 H16 O3,{2-[(oxan-4-yl)oxy]phenyl}methanol,0
ccd_sq7,./data/rfd3/ccd_ligands/structures/SQ7.cif,SQ7,208.601,14,5,"C,CL,H,N,O",C9 H5 Cl N2 O2,"3-(4-chlorophenyl)imidazole-2,4-dione",0
ccd_j1k,./data/rfd3/ccd_ligands/structures/J1K.cif,J1K,209.199,15,5,"C,H,N,O",C10 H11 N O4,4-(2-hydroxyethylcarbamoyl)benzoic acid,0
ccd_9nb,./data/rfd3/ccd_ligands/structures/9NB.cif,9NB,209.265,14,4,"C,H,N,O,S",C10 H11 N O2 S,~{N}-(4-ethanoylphenyl)-2-sulfanyl-ethanamide,0
ccd_vuu,./data/rfd3/ccd_ligands/structures/VUU.cif,VUU,209.311,14,4,"C,H,N,S",C10 H15 N3 S,N-cyclopropyl-N'-[2-(thiophen-2-yl)ethyl]guanidine,0
ccd_zc3,./data/rfd3/ccd_ligands/structures/ZC3.cif,ZC3,210.228,14,5,"C,F,H,N,O,S",C9 H7 F N2 O S,"N-(5-FLUORANYL-1,3-BENZOTHIAZOL-2-YL)ETHANAMIDE",0
ccd_t6j,./data/rfd3/ccd_ligands/structures/T6J.cif,T6J,210.253,14,5,"C,H,N,O,S",C9 H10 N2 O2 S,2-[(methylsulfonyl)methyl]-1H-benzimidazole,0
ccd_jxw,./data/rfd3/ccd_ligands/structures/JXW.cif,JXW,211.651,14,6,"C,CL,H,N",C8 H10 Cl N5,9-(2-chloroethyl)-8-methyl-purin-6-amine,0
ccd_bsu,./data/rfd3/ccd_ligands/structures/BSU.cif,BSU,212.247,16,3,"C,H,N,O",C13 H12 N2 O,"1,3-DIPHENYLUREA",0
ccd_t1w,./data/rfd3/ccd_ligands/structures/T1W.cif,T1W,212.289,15,4,"C,H,N,O",C11 H20 N2 O2,[(2~{S})-2-methylpiperidin-1-yl]-morpholin-4-yl-methanone,0
ccd_0om,./data/rfd3/ccd_ligands/structures/0OM.cif,0OM,213.232,16,3,"C,H,N,O",C13 H11 N O2,benzyl pyridine-3-carboxylate,0
ccd_a1ajq,./data/rfd3/ccd_ligands/structures/A1AJQ.cif,A1AJQ,213.278,16,3,"C,H,N",C13 H15 N3,4-(piperazin-1-yl)quinoline,0
ccd_q0w,./data/rfd3/ccd_ligands/structures/Q0W.cif,Q0W,214.227,16,6,"C,H,N",C10 H10 N6,4-azanyl-6-(1-ethylpyrazol-4-yl)pyrimidine-5-carbonitrile,0
ccd_dkr,./data/rfd3/ccd_ligands/structures/DKR.cif,DKR,214.263,16,3,"C,H,N,O",C13 H14 N2 O,N-[(4-methylphenyl)methyl]-1H-pyrrole-2-carboxamide,0
ccd_kdx,./data/rfd3/ccd_ligands/structures/KDX.cif,KDX,215.208,16,5,"C,H,N,O",C11 H9 N3 O2,"9-methoxy-3,5-dihydro-4H-pyrimido[5,4-b]indol-4-one",0
ccd_k4q,./data/rfd3/ccd_ligands/structures/K4Q.cif,K4Q,215.289,15,4,"C,H,N,O",C11 H21 N O3,[(2~{S})-2-azanyl-3-oxidanylidene-propyl] octanoate,0
ccd_aag,./data/rfd3/ccd_ligands/structures/AAG.cif,AAG,216.238,15,7,"C,H,N,O",C8 H16 N4 O3,N-ALPHA-L-ACETYL-ARGININE,0
ccd_w0v,./data/rfd3/ccd_ligands/structures/W0V.cif,W0V,217.267,16,4,"C,H,N,O",C12 H15 N3 O,N-[(1H-benzimidazol-2-yl)methyl]-2-methylpropanamide,0
ccd_hpz,./data/rfd3/ccd_ligands/structures/HPZ.cif,HPZ,218.205,16,4,"C,H,O",C12 H10 O4,"(2E,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID",0
ccd_ase,./data/rfd3/ccd_ligands/structures/ASE.cif,ASE,218.252,16,4,"C,H,N,O",C12 H14 N2 O2,N-ACETYL SEROTONIN,0
ccd_rzk,./data/rfd3/ccd_ligands/structures/RZK.cif,RZK,219.243,16,6,"C,H,N,O",C10 H13 N5 O,"2-[5-(4-methoxyphenyl)-1,2,3,4-tetrazol-2-yl]ethanamine",0
ccd_a98,./data/rfd3/ccd_ligands/structures/A98.cif,A98,219.285,13,7,"C,H,N,O,S",C6 H9 N3 O2 S2,"methyl ~{N}-(5-ethylsulfanyl-1,3,4-thiadiazol-2-yl)carbamate",0
ccd_2j4,./data/rfd3/ccd_ligands/structures/2J4.cif,2J4,220.246,14,7,"C,H,N,O,S",C7 H12 N2 O4 S,"(3aR,5R,6S,7R,7aR)-2-amino-5-(hydroxymethyl)-5,6,7,7a-tetrahydro-3aH-pyrano[3,2-d][1,3]thiazole-6,7-diol",1
ccd_8jt,./data/rfd3/ccd_ligands/structures/8JT.cif,8JT,220.288,16,3,"C,H,N,O",C13 H18 N O2,"1,3-benzodioxol-5-ylmethyl(cyclopentyl)azanium",1
ccd_a1ifx,./data/rfd3/ccd_ligands/structures/A1IFX.cif,A1IFX,221.039,15,8,"B,C,H,N,O",C7 H18 B N2 O5,"[(4~{S},5~{S})-4-(aminomethyl)-5-azanyl-6-oxidanyl-6-oxidanylidene-hexyl]-$l^{3}-oxidanyl-bis(oxidanyl)boron",1
ccd_mn9,./data/rfd3/ccd_ligands/structures/MN9.cif,MN9,221.208,15,7,"C,H,N,O",C8 H15 N O6,2-(ACETYLAMINO)-2-DEOXY-D-MANNOSE,1
ccd_o09,./data/rfd3/ccd_ligands/structures/O09.cif,O09,221.213,16,6,"C,H,N,O",C10 H11 N3 O3,(E)-2-(4-carbamimidoylbenzylideneaminooxy)acetic acid,1
ccd_58y,./data/rfd3/ccd_ligands/structures/58Y.cif,58Y,221.274,14,6,"C,H,N,O,S",C8 H15 N O4 S,"(2R,3aR,5R,6R,7R,7aR)-5-(hydroxymethyl)-2-methylhexahydro-3aH-pyrano[3,2-d][1,3]thiazole-6,7-diol",1
ccd_36y,./data/rfd3/ccd_ligands/structures/36Y.cif,36Y,223.069,12,3,"BR,C,H,N",C9 H7 Br N2,4-(4-bromophenyl)-1H-imidazole,1
ccd_bek,./data/rfd3/ccd_ligands/structures/BEK.cif,BEK,223.124,15,7,"C,F,H,N,O",C8 H5 F4 N O2,"2,3,5,6-TETRAFLUORO-4-METHOXY-BENZAMIDE",1
ccd_umz,./data/rfd3/ccd_ligands/structures/UMZ.cif,UMZ,223.273,17,3,"C,H,N",C14 H13 N3,3-(2-pyrimidin-4-ylethyl)-1~{H}-indole,1
ccd_s8g,./data/rfd3/ccd_ligands/structures/S8G.cif,S8G,224.223,15,6,"C,F,H,N,O",C9 H15 F3 N2 O,"1-[(3~{R})-3-azanylpiperidin-1-yl]-4,4,4-tris(fluoranyl)butan-1-one",1
ccd_tl5,./data/rfd3/ccd_ligands/structures/TL5.cif,TL5,224.319,15,3,"C,H,O,S",C12 H16 O2 S,"(5R)-4-HYDROXY-3,5-DIMETHYL-5-[(1E,3E)-2-METHYLPENTA-1,3-DIENYL]THIOPHEN-2(5H)-ONE",1
ccd_y4e,./data/rfd3/ccd_ligands/structures/Y4E.cif,Y4E,224.346,14,4,"C,H,N,S",C10 H12 N2 S2,"[(1~{R},3~{a}~{R})-1,3,3~{a},4-tetrahydro-[1,3]thiazolo[3,4-a]benzimidazol-1-yl]methanethiol",1
ccd_25o,./data/rfd3/ccd_ligands/structures/25O.cif,25O,225.249,17,5,"C,H,N",C12 H11 N5,"5-methyl-7-phenyl[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",1
ccd_a1apx,./data/rfd3/ccd_ligands/structures/A1APX.cif,A1APX,226.231,17,4,"C,H,N,O",C13 H10 N2 O2,4-[(E)-phenyldiazenyl]benzoic acid,1
ccd_hh6,./data/rfd3/ccd_ligands/structures/HH6.cif,HH6,226.231,17,4,"C,H,N,O",C13 H10 N2 O2,3-(4-hydroxyphenyl)-1H-indazol-6-ol,1
ccd_w1g,./data/rfd3/ccd_ligands/structures/W1G.cif,W1G,226.270,17,2,"C,H,O",C15 H14 O2,2-PHENOXY-5-(2-PROPENYL)PHENOL,1
