name,input_path,ligand_code,formula_weight,heavy_atoms,hetero_atoms,elements,formula,ccd_name,weight_bin
ccd_1p5,./data/rfd3/ccd_ligands/structures/1P5.cif,1P5,394.473,29,9,"C,H,N,O",C20 H26 N8 O,"(3S)-1-[6-(2-aminopyrazolo[1,5-a]pyrimidin-3-yl)pyrimidin-4-yl]-N,N-diethylpiperidine-3-carboxamide",3
ccd_r57,./data/rfd3/ccd_ligands/structures/R57.cif,R57,395.308,28,10,"C,F,H,N,O",C18 H13 F4 N3 O3,3-[(3-fluoro-4-methoxybenzyl)amino]-6-(trifluoromethyl)quinoxaline-2-carboxylic acid,3
ccd_a1d6o,./data/rfd3/ccd_ligands/structures/A1D6O.cif,A1D6O,397.517,27,8,"C,H,N,O,S",C19 H19 N5 O S2,"1-[2-[(4,6-dimethyl-1,3-benzothiazol-2-yl)sulfanylmethyl]-3-methyl-phenyl]-4-methyl-1,2,3,4-tetrazol-5-one",3
ccd_21p,./data/rfd3/ccd_ligands/structures/21P.cif,21P,398.600,27,6,"C,H,O,SI",C21 H26 O4 Si2,"4-[2-(1,1,3,3-tetramethyl-2,3-dihydro-1H-1,3-benzodisilol-5-yl)-1,3-dioxolan-2-yl]benzoic acid",3
ccd_kzl,./data/rfd3/ccd_ligands/structures/KZL.cif,KZL,400.435,29,11,"C,H,N,O",C18 H24 N8 O3,"5-[(2-amino-1,1-dimethylethyl)amino]-7-[(3,5-dimethoxyphenyl)amino][1,2,4]triazolo[4,3-c]pyrimidine-8-carboxamide",4
ccd_ayt,./data/rfd3/ccd_ligands/structures/AYT.cif,AYT,400.637,29,2,"C,H,O",C27 H44 O2,"(1~{S},3~{Z})-3-[(2~{E})-2-[(1~{S},3~{a}~{S},7~{a}~{S})-7~{a}-methyl-1-[(2~{S})-6-methyl-2-oxidanyl-heptan-2-yl]-2,3,3~{a},5,6,7-hexahydro-1~{H}-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol",4
ccd_ro4,./data/rfd3/ccd_ligands/structures/RO4.cif,RO4,401.498,28,9,"C,H,N,O",C19 H35 N3 O6,[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,4
ccd_wxh,./data/rfd3/ccd_ligands/structures/WXH.cif,WXH,406.425,28,9,"C,F,H,N,O,S",C19 H17 F3 N4 O S,"(4P)-4-[(2P)-2-(1,2,5,6-tetrahydropyridin-3-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N-(2,2,2-trifluoroethyl)thiophene-2-carboxamide",4
ccd_er4,./data/rfd3/ccd_ligands/structures/ER4.cif,ER4,406.517,30,5,"C,H,N,O",C25 H30 N2 O3,(3R)-3-{[2-benzyl-6-(3-methoxypropoxy)pyridin-3-yl]ethynyl}-1-azabicyclo[2.2.2]octan-3-ol,4
ccd_le6,./data/rfd3/ccd_ligands/structures/LE6.cif,LE6,408.873,28,7,"C,CL,H,O",C21 H25 Cl O6,"(2S,3R,4R,5S,6R)-2-[4-chloranyl-3-[(4-ethoxyphenyl)methyl]phenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",4
ccd_7i4,./data/rfd3/ccd_ligands/structures/7I4.cif,7I4,409.453,30,7,"C,F,H,N,O",C23 H24 F N3 O3,"1-[[2-fluoranyl-4-[5-[4-(2-methylpropyl)phenyl]-1,2,4-oxadiazol-3-yl]phenyl]methyl]azetidine-3-carboxylic acid",4
ccd_5dq,./data/rfd3/ccd_ligands/structures/5DQ.cif,5DQ,410.413,28,10,"C,F,H,N,O,S",C18 H17 F3 N4 O2 S,"N-CYCLOPENTYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-3H-IMIDAZO[4,5-B]PYRIDINE-7-SULFONAMIDE",4
ccd_1r9,./data/rfd3/ccd_ligands/structures/1R9.cif,1R9,411.905,28,7,"C,CL,H,N,O,S",C21 H18 Cl N3 O2 S,"2-(2-chlorophenyl)-N-[5-(cyclopropylcarbamoyl)-2-methylphenyl]-1,3-thiazole-5-carboxamide",4
ccd_9fr,./data/rfd3/ccd_ligands/structures/9FR.cif,9FR,412.519,30,5,"C,H,O",C25 H32 O5,"(6aS,8aR,12aS,12bR,13aR)-5,6a,9,9,12a,13a-hexamethyl-7,8,8a,9,11,12,12a,12b,13,13a-decahydro-3H-benzo[a]furo[3,4-j]xanthene-3,4,10(1H,6aH)-trione",4
ccd_86d,./data/rfd3/ccd_ligands/structures/86D.cif,86D,419.323,28,11,"C,F,H,N,O,S",C17 H10 F5 N O4 S,"3-({(1S)-7-[(difluoromethyl)sulfonyl]-2,2-difluoro-1-hydroxy-2,3-dihydro-1H-inden-4-yl}oxy)-5-fluorobenzonitrile",4
ccd_9m0,./data/rfd3/ccd_ligands/structures/9M0.cif,9M0,420.413,30,8,"C,F,H,N,O,S",C22 H13 F N2 O4 S,"3-[(2H-1,3-benzodioxol-5-yl)methyl]-8-fluoro-1-(1,3-thiazol-2-yl)[1]benzopyrano[2,3-c]pyrrol-9(2H)-one",4
ccd_yzv,./data/rfd3/ccd_ligands/structures/YZV.cif,YZV,421.484,30,9,"C,F,H,N,O",C21 H29 F2 N5 O2,"(2S,5R)-5-[(1E,3S)-4,4-difluoro-3-hydroxy-4-phenylbut-1-en-1-yl]-1-[6-(1H-tetrazol-5-yl)hexyl]pyrrolidin-2-ol",4
ccd_24r,./data/rfd3/ccd_ligands/structures/24R.cif,24R,421.519,30,9,"C,H,N,O,S",C21 H23 N7 O S,"N-[(1S,2R)-2-aminocyclohexyl]-4-[6-(1-methyl-1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",4
ccd_xwy,./data/rfd3/ccd_ligands/structures/XWY.cif,XWY,422.543,30,7,"C,H,N,O,S",C23 H26 N4 O2 S,(3R)-3-methyl-4-{6-[1-(S-methylsulfonimidoyl)cyclopropyl]-2-(naphthalen-1-yl)pyrimidin-4-yl}morpholine,4
ccd_ebx,./data/rfd3/ccd_ligands/structures/EBX.cif,EBX,426.466,31,9,"C,H,N,O",C22 H26 N4 O5,"4-[[3,4-bis(oxidanylidene)-2-[[(1~{R})-1-(4-propan-2-ylfuran-2-yl)propyl]amino]cyclobuten-1-yl]amino]-~{N},~{N}-dimethyl-3-oxidanyl-pyridine-2-carboxamide",4
ccd_u30,./data/rfd3/ccd_ligands/structures/U30.cif,U30,426.474,32,9,"C,H,N,O",C23 H22 N8 O,"3-[2-azanyl-6-[1-[[6-(2-oxidanylpropan-2-yl)pyridin-2-yl]methyl]-1,2,3-triazol-4-yl]pyrimidin-4-yl]-2-methyl-benzenecarbonitrile",4
ccd_uii,./data/rfd3/ccd_ligands/structures/UII.cif,UII,427.495,28,11,"C,H,N,O,S",C17 H21 N3 O6 S2,2-[[3-[[methylsulfonyl-[(4-sulfamoylphenyl)methyl]amino]methyl]phenyl]amino]ethanoic acid,4
ccd_idp,./data/rfd3/ccd_ligands/structures/IDP.cif,IDP,428.186,27,17,"C,H,N,O,P",C10 H14 N4 O11 P2,INOSINE-5'-DIPHOSPHATE,4
ccd_4c4,./data/rfd3/ccd_ligands/structures/4C4.cif,4C4,431.522,31,7,"C,H,N,O",C24 H33 N O6,Myxopyronin B,4
ccd_nei,./data/rfd3/ccd_ligands/structures/NEI.cif,NEI,434.190,23,11,"C,H,I,N,O",C12 H15 I N6 O4,"(2S,3S,4R,5R)-5-(6-AMINO-2-IODO-9H-PURIN-9-YL)-N-ETHYL-3,4-DIHYDROXYTETRAHYDROFURAN-2-CARBOXAMIDE",4
ccd_dz2,./data/rfd3/ccd_ligands/structures/DZ2.cif,DZ2,439.914,20,7,"BR,C,CL,H,N,O",C13 H7 Br2 Cl2 N O2,"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",4
ccd_s7i,./data/rfd3/ccd_ligands/structures/S7I.cif,S7I,439.958,30,7,"C,CL,H,N,O,S",C23 H22 Cl N3 O2 S,~{N}-[3-(5-carbamimidoylthiophen-3-yl)phenyl]-1-(4-chloranylphenoxy)cyclopentane-1-carboxamide,4
ccd_htb,./data/rfd3/ccd_ligands/structures/HTB.cif,HTB,441.608,33,4,"C,H,N,O",C29 H35 N3 O,"N-(1-benzofuran-2-ylmethyl)-N'-(1,2,3,4-tetrahydroacridin-9-yl)heptane-1,7-diamine",4
ccd_b36,./data/rfd3/ccd_ligands/structures/B36.cif,B36,444.567,34,3,"C,H,N,O",C31 H28 N2 O,6-{[1-(anthracen-9-ylcarbonyl)piperidin-4-yl]methyl}-2-methylquinoline,4
ccd_b8z,./data/rfd3/ccd_ligands/structures/B8Z.cif,B8Z,445.487,30,10,"C,F,H,N,O,S",C20 H16 F N3 O4 S2,"~{N}-(5,6-dimethoxy-1,3-benzothiazol-2-yl)-2-[(4-fluoranylphenoxy)methyl]-1,3-thiazole-4-carboxamide",4
ccd_bv0,./data/rfd3/ccd_ligands/structures/BV0.cif,BV0,445.494,33,9,"C,H,N,O",C24 H25 N6 O3,"6-azanyl-11-methyl-2-oxidanylidene-7-[[(2R)-oxolan-2-yl]methyl]-N-(pyridin-3-ylmethyl)-1,9-diaza-7-azoniatricyclo[8.4.0.0^{3,8}]tetradeca-3(8),4,6,9,11,13-hexaene-5-carboxamide",4
ccd_5pb,./data/rfd3/ccd_ligands/structures/5PB.cif,5PB,451.925,31,8,"C,CL,H,N,O,S",C23 H18 Cl N3 O3 S,"4-[4-(benzyloxy)phenyl]-5-{[2-(4-chlorophenyl)-2-oxoethyl]sulfanyl}-2,4-dihydro-3H-1,2,4-triazol-3-one",4
ccd_cfg,./data/rfd3/ccd_ligands/structures/CFG.cif,CFG,453.563,32,9,"C,H,N,O,SI",C23 H27 N3 O5 Si,"N-[(1R)-1-(4-methoxyphenyl)-2-oxo-2-{[4-(trimethylsilyl)phenyl]amino}ethyl]-N-methyl-3-oxo-2,3-dihydro-1,2-oxazole-5-carboxamide",4
ccd_a1av7,./data/rfd3/ccd_ligands/structures/A1AV7.cif,A1AV7,454.519,33,9,"C,H,N,O",C24 H30 N4 O5,"N-[(2S)-1-{[(2S)-1-hydroxy-3-(2-oxo-1,2-dihydropyridin-3-yl)propan-2-yl]amino}-4-methyl-1-oxopentan-2-yl]-4-methoxy-1H-indole-2-carboxamide",4
ccd_ot0,./data/rfd3/ccd_ligands/structures/OT0.cif,OT0,456.406,30,8,"C,CL,H,N,O",C22 H31 Cl2 N3 O3,"2-chloranyl-~{N}-[[1-[(2~{S},6~{R})-4-[(4-chlorophenyl)amino]-2,6-dimethyl-oxan-4-yl]carbonylpiperidin-4-yl]methyl]ethanamide",4
ccd_5ec,./data/rfd3/ccd_ligands/structures/5EC.cif,5EC,457.563,33,8,"C,H,N,O",C25 H35 N3 O5,"ethyl (2Z,4S)-4-{[N-(3-methylbutanoyl)-L-phenylalanyl]amino}-5-[(3S)-2-oxopyrrolidin-3-yl]pent-2-enoate",4
ccd_jgc,./data/rfd3/ccd_ligands/structures/JGC.cif,JGC,458.360,31,14,"C,H,N,O,P",C17 H23 N4 O9 P,Flavin mononucleotide (semi-quinone intermediate),4
ccd_rjh,./data/rfd3/ccd_ligands/structures/RJH.cif,RJH,460.914,32,11,"C,CL,H,N,O",C21 H25 Cl N6 O4,"1-(3-chloranyl-4-methoxy-phenyl)-3-[7-[(3~{S})-3-(methoxymethyl)morpholin-4-yl]-2-methyl-pyrazolo[1,5-a]pyrimidin-6-yl]urea",4
ccd_rl1,./data/rfd3/ccd_ligands/structures/RL1.cif,RL1,465.299,30,8,"BR,C,H,N,O",C22 H17 Br N4 O3,"[5-(6-bromo[1,2,4]triazolo[4,3-a]pyridin-3-yl)-2,4-dihydroxyphenyl](3,4-dihydroisoquinolin-2(1H)-yl)methanone",4
ccd_ijg,./data/rfd3/ccd_ligands/structures/IJG.cif,IJG,465.492,32,11,"C,F,H,N,O,S",C21 H22 F3 N5 O2 S,"(3~{R},5~{R})-3-[2-[[methyl(prop-2-enyl)amino]methyl]-1,3-thiazol-4-yl]-5-[3-[4-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",4
ccd_epv,./data/rfd3/ccd_ligands/structures/EPV.cif,EPV,465.975,33,8,"C,CL,H,N,O",C25 H28 Cl N5 O2,"1-(5-tert-butoxy-2-chlorophenyl)-4-methyl-N-(2-methylpropyl)[1,2,4]triazolo[4,3-a]quinoxaline-8-carboxamide",4
ccd_hr6,./data/rfd3/ccd_ligands/structures/HR6.cif,HR6,467.459,30,13,"C,H,N,O,P,S",C17 H18 N5 O5 P S2,"(2S,4aR,6R,7R,7aS)-6-[6-amino-8-(benzylsulfanyl)-9H-purin-9-yl]-2-sulfanyltetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol 2-oxide",4
ccd_cdd,./data/rfd3/ccd_ligands/structures/CDD.cif,CDD,467.829,32,12,"C,CL,F,H,N,O",C20 H17 Cl F3 N5 O3,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",4
ccd_i5g,./data/rfd3/ccd_ligands/structures/I5G.cif,I5G,471.336,32,9,"C,CL,H,N,O",C23 H20 Cl2 N4 O3,"1-chloranyl-~{N}-[(~{S})-(3-chloranyl-4-cyano-phenyl)-[(2~{R},4~{S})-4-oxidanylpyrrolidin-2-yl]methyl]-7-methoxy-isoquinoline-6-carboxamide",5
ccd_xg5,./data/rfd3/ccd_ligands/structures/XG5.cif,XG5,474.470,34,14,"C,H,N,O",C20 H26 N8 O6,"(2R,3R,4R,5S)-1-(2-{6-[2-(4-azido-2-nitroanilino)ethyl]pyrazin-2-yl}ethyl)-2-(hydroxymethyl)piperidine-3,4,5-triol",5
ccd_g81,./data/rfd3/ccd_ligands/structures/G81.cif,G81,475.578,34,9,"C,H,N,O",C25 H37 N3 O6,ETHYL (4R)-4-{[N-(TERT-BUTOXYCARBONYL)-L-PHENYLALANYL]AMINO}-5-[(3S)-2-OXOPYRROLIDIN-3-YL]PENTANOATE,5
ccd_m3k,./data/rfd3/ccd_ligands/structures/M3K.cif,M3K,478.229,26,9,"C,F,H,I,N,O",C17 H17 F2 I N2 O4,"2-([3R-3,4-dihydroxybutyl]oxy)-4-fluoro-6-[(2-fluoro-4-iodophenyl)amino]benzamide",5
ccd_1uf,./data/rfd3/ccd_ligands/structures/1UF.cif,1UF,479.894,32,13,"C,CL,H,N,O,S",C19 H18 Cl N5 O6 S,"N-{4-[(2-amino-6-methyl-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)sulfanyl]-2-chlorobenzoyl}-L-glutamic acid",5
ccd_a1eec,./data/rfd3/ccd_ligands/structures/A1EEC.cif,A1EEC,480.386,33,7,"C,CL,H,N,O",C26 H23 Cl2 N3 O2,"(2~{R})-2-[2-[1-[(1~{R})-1-[2,6-bis(chloranyl)-3-cyclopropyl-phenyl]ethyl]imidazo[4,5-c]pyridin-6-yl]phenyl]propanoic acid",5
ccd_kvk,./data/rfd3/ccd_ligands/structures/KVK.cif,KVK,480.601,32,11,"C,H,N,O,S",C21 H28 N4 O5 S2,"6-[4-[[3-oxidanyl-1,1-bis(oxidanylidene)-5-phenyl-2-propan-2-yl-3~{H}-1,2-thiazol-4-yl]amino]butyl]pyridine-2-sulfonamide",5
ccd_51w,./data/rfd3/ccd_ligands/structures/51W.cif,51W,481.334,27,9,"C,H,I,N,O",C18 H24 I N7 O,N-[3-({4-[(3-aminopropyl)amino]-5-iodopyrimidin-2-yl}amino)phenyl]pyrrolidine-1-carboxamide,5
ccd_ojr,./data/rfd3/ccd_ligands/structures/OJR.cif,OJR,481.614,34,10,"C,H,N,O,S",C24 H31 N7 O2 S,"(2P)-4'-(piperidin-4-yl)-4-[(piperidin-4-yl)methyl]-2-(1H-tetrazol-5-yl)[1,1'-biphenyl]-3-sulfonamide",5
ccd_csg,./data/rfd3/ccd_ligands/structures/CSG.cif,CSG,482.172,29,20,"C,H,N,O,P",C9 H17 N4 O13 P3,2'-amino-2'-deoxycytidine 5'-(tetrahydrogen triphosphate),5
ccd_scb,./data/rfd3/ccd_ligands/structures/SCB.cif,SCB,482.936,33,9,"C,CL,H,N,O,S",C24 H19 Cl N2 O5 S,"2-CHLORO-5-(5-{(E)-[(2Z)-3-(2-METHOXYETHYL)-4-OXO-2-(PHENYLIMINO)-1,3-THIAZOLIDIN-5-YLIDENE]METHYL}-2-FURYL)BENZOIC ACID",5
ccd_9cs,./data/rfd3/ccd_ligands/structures/9CS.cif,9CS,483.514,33,15,"C,H,N,O",C18 H37 N5 O10,"(1R,2S,3S,4R,6S)-4,6-DIAMINO-3-[(3-AMINO-3-DEOXY-ALPHA-D-GLUCOPYRANOSYL)OXY]-2-HYDROXYCYCLOHEXYL 2,6-DIAMINO-2,6-DIDEOXY-ALPHA-D-GLUCOPYRANOSIDE",5
ccd_c0z,./data/rfd3/ccd_ligands/structures/C0Z.cif,C0Z,484.010,33,8,"C,CL,H,N,O,S",C25 H26 Cl N3 O3 S,"6-CHLORO-N-[(3S)-1-[(1S)-1-DIMETHYLAMINO-2,3-DIHYDRO-1H-INDEN-5-YL]-2-OXO-PYRROLIDIN-3-YL]NAPHTHALENE-2-SULFONAMIDE",5
ccd_ham,./data/rfd3/ccd_ligands/structures/HAM.cif,HAM,484.361,33,17,"C,H,N,O,P",C16 H21 N8 O8 P,HISTIDYL-ADENOSINE MONOPHOSPHATE,5
ccd_8vm,./data/rfd3/ccd_ligands/structures/8VM.cif,8VM,485.642,34,9,"C,H,N,O,S",C25 H35 N5 O3 S,"5-(3-{4-[(2S)-2-hydroxy-3,3-dimethylbutoxy]-3-methylphenyl}pentan-3-yl)-3-methyl-N-(1H-tetrazol-5-yl)thiophene-2-carboxamide",5
ccd_3v0,./data/rfd3/ccd_ligands/structures/3V0.cif,3V0,487.221,27,10,"C,F,H,I,N,O",C17 H15 F I N3 O5,"N-{[(2R)-2,3-dihydroxypropyl]oxy}-3-[(2-fluoro-4-iodophenyl)amino]furo[3,2-c]pyridine-2-carboxamide",5
ccd_waa,./data/rfd3/ccd_ligands/structures/WAA.cif,WAA,488.661,36,5,"C,H,N,O",C31 H40 N2 O3,"(2S)-2-[[(1R,4aR,4bR,10aR)-1,4a-dimethyl-7-propan-2-yl-2,3,4,4b,5,6,10,10a-octahydrophenanthren-1-yl]carbonylamino]-3-( 1H-indol-3-yl)propanoic acid",5
ccd_033,./data/rfd3/ccd_ligands/structures/033.cif,033,492.544,35,9,"C,H,N,O,S",C26 H24 N2 O6 S,"N-({4'-[(1-BENZOFURAN-2-YLCARBONYL)AMINO]-1,1'-BIPHENYL-4-YL}SULFONYL)-L-VALINE",5
ccd_dj8,./data/rfd3/ccd_ligands/structures/DJ8.cif,DJ8,492.957,35,10,"C,CL,H,N,O",C25 H25 Cl N6 O3,"1-[(4-chloranyl-2-methyl-phenyl)methyl]-3-(7,10-dioxa-13,17,18,21-tetrazatetracyclo[12.5.2.1^{2,6}.0^{17,20}]docosa-1(20),2(22),3,5,14(21),15,18-heptaen-5-yl)urea",5
ccd_3qf,./data/rfd3/ccd_ligands/structures/3QF.cif,3QF,495.365,32,17,"C,H,N,O,P",C15 H27 N7 O8 P2,"[2-([2-(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)ethyl]{2-[(2-oxoethyl)(2-phosphonoethyl)amino]ethyl}amino)ethyl]phosphonic acid",5
ccd_a1irs,./data/rfd3/ccd_ligands/structures/A1IRS.cif,A1IRS,496.622,35,9,"C,H,N,O,S",C26 H32 N4 O4 S,(2~{S})-2-[[(2~{S})-6-azanyl-2-[[(2~{S})-3-phenyl-2-sulfanyl-propanoyl]amino]hexanoyl]amino]-3-(1~{H}-indol-3-yl)propanoic acid,5
ccd_qh8,./data/rfd3/ccd_ligands/structures/QH8.cif,QH8,497.563,35,10,"C,H,N,O,S",C25 H27 N3 O6 S,1-[3-[(4-butylphenyl)sulfonyl-(2-hydroxy-2-oxoethyl)amino]phenyl]-5-cyclopropyl-pyrazole-4-carboxylic acid,5
ccd_rt9,./data/rfd3/ccd_ligands/structures/RT9.cif,RT9,499.967,34,10,"C,CL,H,N,O,S",C24 H22 Cl N3 O5 S,"(4S)-6-chloro-N-(isoquinolin-4-yl)-2-[(1-methoxycyclopropyl)methanesulfonyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",5
ccd_g0d,./data/rfd3/ccd_ligands/structures/G0D.cif,G0D,505.672,36,7,"C,H,N,O,S",C29 H35 N3 O3 S,tert-butyl [(2R)-1-{[(2R)-1-oxo-3-phenyl-1-{[(pyridin-3-yl)methyl]amino}propan-2-yl]sulfanyl}-3-phenylpropan-2-yl]carbamate,5
ccd_a1id9,./data/rfd3/ccd_ligands/structures/A1ID9.cif,A1ID9,506.383,32,8,"BR,C,F,H,N,O",C24 H26 Br F2 N3 O2,"(1~{R})-2-[4-[[4-bromanyl-3,5-bis(fluoranyl)phenyl]methylamino]cyclohexyl]-1-(6-methoxy-1,5-naphthyridin-4-yl)ethanol",5
ccd_szp,./data/rfd3/ccd_ligands/structures/SZP.cif,SZP,506.830,33,13,"C,CL,F,H,N,O,S",C20 H12 Cl F5 N2 O4 S,"N-(2-chloro-5-{[4-(trifluoromethoxy)phenyl]sulfamoyl}phenyl)-3,5-difluorobenzamide",5
ccd_6ss,./data/rfd3/ccd_ligands/structures/6SS.cif,6SS,514.419,35,8,"C,CL,F,H,N,O",C27 H26 Cl2 F N3 O2,"(3~{S},3'~{S},4'~{S},5'~{S})-4'-azanyl-6-chloranyl-3'-(3-chloranyl-2-fluoranyl-phenyl)-1'-[(3-ethoxyphenyl)methyl]-5'-methyl-spiro[1~{H}-indole-3,2'-pyrrolidine]-2-one",5
ccd_fdj,./data/rfd3/ccd_ligands/structures/FDJ.cif,FDJ,514.641,30,19,"C,CL,H,N,O,P",C11 H18 Cl N2 O13 P3,5'-O-[(R)-{[(R)-[(R)-chloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]thymidine,5
ccd_a1ivd,./data/rfd3/ccd_ligands/structures/A1IVD.cif,A1IVD,517.585,34,12,"C,F,H,N,O,S",C22 H26 F3 N3 O4 S2,"N,N-dimethyl-4-[1'-[2,2,2-tris(fluoranyl)ethyl]spiro[2H-indole-3,4'-piperidine]-1-yl]sulfonyl-benzenesulfonamide",5
ccd_7t5,./data/rfd3/ccd_ligands/structures/7T5.cif,7T5,518.622,38,8,"C,F,H,N,O",C30 H35 F N4 O3,"(2S,4S)-4-fluoranyl-N-[(3R,5R)-5-[[[4-[2-(4-methylphenyl)ethynyl]phenyl]carbonylamino]methyl]-1-(2-methylpropanoyl)pyrrolidin-3-yl]pyrrolidine-2-carboxamide",5
ccd_dry,./data/rfd3/ccd_ligands/structures/DRY.cif,DRY,521.603,39,6,"C,H,N,O",C33 H31 N O5,[(1-{3-[(6-BENZOYL-1-PROPYL-2-NAPHTHYL)OXY]PROPYL}-1H-INDOL-5-YL)OXY]ACETIC ACID,5
ccd_wiq,./data/rfd3/ccd_ligands/structures/WIQ.cif,WIQ,524.014,37,11,"C,CL,H,N,O",C26 H30 Cl N7 O3,"3-[(6-chloro-1-cyclopropyl-1H-benzimidazol-5-yl)ethynyl]-1-[(3S,5S)-5-(methoxymethyl)-1-(prop-2-enoyl)pyrrolidin-3-yl]-5-(methylamino)-1H-pyrazole-4-carboxamide",5
ccd_v7y,./data/rfd3/ccd_ligands/structures/V7Y.cif,V7Y,528.564,40,10,"C,H,N,O",C30 H24 N8 O2,"2-amino-N-[(1S)-1-{8-[(1-methyl-1H-pyrazol-4-yl)ethynyl]-1-oxo-2-phenyl-1,2-dihydroisoquinolin-3-yl}ethyl]pyrazolo[1,5-a]pyrimidine-3-carboxamide",5
ccd_a1add,./data/rfd3/ccd_ligands/structures/A1ADD.cif,A1ADD,529.455,34,11,"C,CL,F,H,N,O,S",C23 H27 Cl2 F N4 O3 S,"(S~1~S,3S)-N-{3,5-dichloro-4-[(2S)-2-phenylmorpholine-4-carbonyl]phenyl}-3-(dimethylamino)pyrrolidine-1-sulfonimidoyl fluoride",5
ccd_ddi,./data/rfd3/ccd_ligands/structures/DDI.cif,DDI,529.580,39,8,"C,H,N,O",C31 H31 N O7,"SPIRO[NAPHTHALENE-2(3H),3'(10'H)-PENTALENO[1,2-B]NAPHTHALENE]-3,10'-DIONE, 2'-[(2-AMINO-2-DEOXY-B-D-GULOPYRANOSYL)OXY]-1,1',2',3'A,4,10'A-HEXAHYDRO-,(2'R,3'AS,10'AR)-(9CI)",5
ccd_unw,./data/rfd3/ccd_ligands/structures/UNW.cif,UNW,532.033,38,9,"C,CL,H,N,O",C29 H30 Cl N5 O3,"6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2-[2-oxidanylidene-2-(1,3,4,5-tetrahydro-2-benzazepin-2-yl)ethyl]-3~{H}-isoindol-1-one",5
ccd_7a1,./data/rfd3/ccd_ligands/structures/7A1.cif,7A1,534.628,39,11,"C,F,H,N,O",C28 H35 F N8 O2,6-[4-[(6-azanylpyridin-3-yl)methylcarbamoylamino]-3-fluoranyl-phenyl]-2-(ethylamino)-~{N}-(2-piperidin-1-ylethyl)pyridine-3-carboxamide,5
ccd_1i9,./data/rfd3/ccd_ligands/structures/1I9.cif,1I9,537.053,38,10,"C,CL,H,N,O",C28 H33 Cl N6 O3,"3-[4-(5-chloropyridin-3-yl)-2-[(R)-cyclopropyl(ethoxy)methyl]-3-{(1R)-1-[(1r,4R)-4-methylcyclohexyl]ethyl}-3H-imidazo[4,5-c]pyridin-6-yl]-1,2,4-oxadiazol-5(4H)-one",5
ccd_hvt,./data/rfd3/ccd_ligands/structures/HVT.cif,HVT,537.733,39,7,"C,H,N,O",C32 H47 N3 O4,"(3~{S},7~{S},8~{S})-8-(naphthalen-2-ylmethyl)-7-oxidanyl-3-propan-2-yl-1,4,9-triazacyclohenicosane-2,5,10-trione",5
ccd_2sz,./data/rfd3/ccd_ligands/structures/2SZ.cif,2SZ,543.618,41,9,"C,H,N,O",C32 H29 N7 O2,6-(1H-benzimidazol-1-yl)-N-hydroxy-5-[4-({6-[(4-methylpiperazin-1-yl)methyl]pyridin-3-yl}ethynyl)phenyl]pyridine-3-carboxamide,6
ccd_a1ako,./data/rfd3/ccd_ligands/structures/A1AKO.cif,A1AKO,547.980,37,12,"C,CL,F,H,N,O,S",C25 H21 Cl F3 N5 O2 S,"(4S)-3-(4-chlorophenyl)-N'-[(1E)-ethanimidoyl]-4-phenyl-N-[4-(trifluoromethyl)benzene-1-sulfonyl]-4,5-dihydro-1H-pyrazole-1-carboximidamide",6
ccd_anj,./data/rfd3/ccd_ligands/structures/ANJ.cif,ANJ,548.625,39,11,"C,H,N,O",C28 H40 N2 O9,"(2R,3S,6S,7R,8R)-3-{[3-(FORMYLAMINO)-2-HYDROXYBENZOYL]AMINO}-8-HEXYL-2,6-DIMETHYL-4,9-DIOXO-1,5-DIOXONAN-7-YL (2S)-2-METHYLBUTANOATE",6
ccd_vt8,./data/rfd3/ccd_ligands/structures/VT8.cif,VT8,549.086,31,20,"C,CL,H,N,O,P",C11 H17 Cl2 N2 O13 P3,5'-O-[(R)-{[(R)-[dichloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]thymidine,6
ccd_4yb,./data/rfd3/ccd_ligands/structures/4YB.cif,4YB,550.499,38,17,"C,H,N,O,S",C21 H22 N6 O10 S,5'-O-{[4-(2-carboxyphenyl)-4-oxobutanoyl]sulfamoyl}adenosine,6
